Brocha;NBrochasHSS;NDiscos;NUsos;USDutchman;BrochaSN;OrdenFabricacion;PartNumber;NUso;NBrochaHSS;NDisco;FBrochado;DUMMY;Dutchman;Maquina;TpoIndexador; Utillaje;XC;ZC;BC;CC;XCMM;ZCMM;BCMM;CCMM
011.0082.300;2;2;11;7;E0487;222425550;14131674;9;1;1;2023-12-05 07:15:26.760;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.122;-0.04;0.036;-0.01;0.376;0.109;0.028;0.001
011.0081.300;2;2;11;7;E0471;222421712;14131670;8;2;2;2023-12-05 09:13:04.123;FALSO;VERDADERO;FORST 2;IND-7 WALTER 700;UBR.0027;-0.155;-0.117;0;0.03;-0.018;0.01;-0.006;-0.035
011.0070.300;2;2;11;7;E0480;222426213;14144443;3;1;2;2023-12-05 12:13:13.093;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.296;0.06;0.045;0.01;0.126;0.051;0.004;0.016
011.0077.300;2;2;11;7;E0465;222426329;14144441;6;2;2;2023-12-05 15:39:42.163;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0756.01;-0.246;-0.051;0;0.01;0.007;0.013;0.003;0.029
011.0081.300;2;2;11;7;E0485;222421747;14152395;8;2;2;2023-12-05 16:34:00.137;FALSO;VERDADERO;FORST 1;IND-6 WALTER 900AI2;UBR.0731;0.748;0;0.055;0.03;0.087;0.033;0.014;-0.015
011.0082.300;2;2;11;7;E0463;DUMMY;14131672;1;1;0;2023-12-05 18:11:13.483;VERDADERO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0029;0.25;-0.15;0;0.02;0.003;0.115;0.003;-0.039
011.0082.300;2;2;11;7;E0463;222424023;14131672;1;1;1;2023-12-05 22:57:47.050;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0029;0.25;-0.08;0;0.02;-0.025;0.011;-0.001;-0.023
011.0070.300;2;2;11;7;E0480;222426283;14180880;3;2;1;2023-12-06 01:13:50.247;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.442;0.06;0.064;0.03;-0.039;0.05;-0.004;-0.013
011.0081.300;2;2;11;7;E0451;222423818;14131671;1;1;2;2023-12-06 01:17:44.840;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;1.354;-0.02;0.15;-0.03;0.33;-0.054;0.085;0.002
011.0077.300;2;2;11;7;E0477;222426327;14144441;2;2;1;2023-12-06 01:47:47.080;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0756.01;0.833;-0.033;0;0.01;-0.252;-0.006;-0.031;-0.022
011.0081.300;2;2;11;7;E0496;DUMMY;14131670;1;1;0;2023-12-06 01:50:31.123;VERDADERO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0027;0;-0.1;0;0.03;0.312;-0.071;0.016;0.007
011.0082.300;2;2;11;7;E0487;222425552;14131674;9;1;2;2023-12-06 05:32:00.860;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.254;-0.04;0.064;-0.01;-0.197;0.006;-0.019;0.005
011.0081.300;2;2;11;7;E0496;222426301;14131670;1;1;1;2023-12-06 06:32:05.353;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0027;0.13;-0.08;0;0.03;0.271;-0.028;0.026;-0.036
011.0082.300;2;2;11;7;E0498;222421753;14152399;3;1;2;2023-12-06 08:39:33.650;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0735;0.306;-0.051;0.022;0.07;0.02;-0.004;-0.001;-0.002
011.0070.300;2;2;11;7;E0480;222426281;14180880;3;2;2;2023-12-06 12:07:44.750;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.403;0.06;0.06;0.03;-0.003;-0.037;0.018;-0.012
011.0077.300;2;2;11;7;E0477;222423480;14144441;2;2;2;2023-12-06 13:43:04.540;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0756.01;0.581;-0.039;0;0.01;-0.117;-0.007;-0.015;-0.033
011.0082.300;2;2;11;7;E0487;222425553;14131674;9;2;1;2023-12-06 16:39:06.297;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.165;-0.04;0.074;-0.01;-0.327;-0.017;-0.034;-0.019
011.0081.300;2;2;11;7;E0451;DUMMY;14131671;1;2;0;2023-12-06 16:52:40.233;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;-1.7;-0.02;-0.12;-0.03;-0.287;0.008;-0.043;0.033
011.0081.300;2;2;11;7;E0496;222426304;14131670;1;1;2;2023-12-06 18:24:26.707;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0027;0.401;-0.108;0;0.03;-0.05;-0.005;-0.011;-0.033
011.0081.300;2;2;11;7;E0496;DUMMY;14152394;1;2;0;2023-12-06 18:57:36.767;VERDADERO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0730;-0.3;-0.05;-0.01;0.03;0.03;0;-0.02;-0.025
011.0081.300;2;2;11;7;E0451;222425545;14131671;1;2;1;2023-12-06 21:58:20.440;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;-1.7;-0.02;-0.12;-0.03;0.484;0.042;0.033;0.012
011.0081.300;2;2;11;7;E0496;222421743;14152394;1;2;1;2023-12-07 00:42:07.903;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0730;-0.27;-0.05;0;0.03;0.059;0.011;0.001;-0.032
011.0082.300;2;2;11;7;E0498;222417841;14131673;3;2;1;2023-12-07 02:21:17.847;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0030;0.374;-0.078;-0.013;0.01;0.227;0.058;0.017;0.01
011.0082.300;2;2;11;7;E0487;222426718;14131674;9;2;2;2023-12-07 06:00:16.447;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.162;-0.04;0.04;-0.01;0.209;-0.029;0.007;0.001
011.0082.300;2;2;11;7;E0463;222418084;14131672;1;1;2;2023-12-07 07:07:14.920;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0029;0.225;-0.069;-0.001;0.02;-0.1;0.063;-0.01;-0.014
011.0082.300;2;2;11;7;E0463;DUMMY;14152398;1;2;0;2023-12-07 07:32:44.693;VERDADERO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0734;0.55;-0.13;0;0.02;-0.248;0.104;-0.03;0.026
011.0070.300;2;2;11;7;E0539;222426284;14180880;2;1;1;2023-12-07 10:20:48.607;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.319;0.06;0.056;0.03;-0.033;-0.03;-0.01;-0.024
011.0081.300;2;2;11;7;E0496;222421744;14152394;1;2;2;2023-12-07 11:38:55.597;FALSO;FALSO;FORST 2;IND-7 WALTER 700;UBR.0730;-0.211;-0.039;0;0.03;-0.039;0.012;-0.009;-0.038
011.0082.300;2;2;11;7;E0498;222421251;14131673;3;2;2;2023-12-07 12:44:40.583;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0030;0.601;-0.02;0.004;0.01;-0.057;-0.073;-0.003;0.004
011.0081.300;2;2;11;7;E0451;222425543;14131671;1;2;2;2023-12-07 14:39:02.973;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;-1.216;-0.02;-0.087;-0.03;-0.447;-0.048;-0.038;0.005
011.0115.300;1;5;6;6;WI9003;222426566;14178189;4;1;5;2023-12-07 15:58:22.947;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;0.184;-0.049;0;-0.004;0.038;0.004;0.013;-0.004
011.0082.300;2;2;11;7;E0463;222418101;14152398;1;2;1;2023-12-07 16:57:47.633;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0734;0.302;-0.026;-0.03;0.02;0.01;-0.004;0.008;-0.018
011.0084.300;1;6;9;7;WE9015;DUMMY;14126834;8;1;0;2023-12-07 17:19:22.687;VERDADERO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.09;0.06;0;0;0.2;-0.03;0;0.03
011.0082.300;2;2;11;7;E0499;222426820;14131674;3;1;1;2023-12-07 20:04:31.357;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.168;-0.04;0.029;-0.01;-0.481;0.008;-0.007;-0.014
011.0077.300;2;2;11;7;E0379;222426127;14144442;5;1;1;2023-12-07 22:03:54.757;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;-0.462;-0.015;-0.063;-0.04;-0.188;0;0.001;0.01
011.0084.300;1;6;9;7;WE9015;222423449;14126834;8;1;1;2023-12-07 23:30:38.520;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;0.11;0.03;0;0;0.039;0.034;0.009;0.024
011.0070.300;2;2;11;7;E0539;222426218;14180880;2;1;2;2023-12-08 01:44:42.363;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.286;0.06;0.046;0.03;0.233;0.027;0.028;-0.022
011.0082.300;2;2;11;7;E0463;222418103;14152398;1;2;2;2023-12-08 02:54:49.450;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0734;0.312;-0.03;-0.022;0.02;-0.059;-0.021;-0.002;-0.024
011.0084.300;1;6;9;7;WE9015;222423451;14126834;8;1;2;2023-12-08 04:44:04.407;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;0.149;0.064;0;0;-0.06;-0.001;-0.013;0.036
011.0082.300;2;2;11;7;E0492;222425806;14129565;6;1;1;2023-12-08 06:01:21.637;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0031;-0.085;0.01;0.032;-0.01;0.043;0.004;-0.001;0.017
011.0077.300;2;2;11;7;E0379;222426822;14144442;5;1;2;2023-12-08 08:31:39.067;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;-0.65;-0.015;-0.062;-0.04;0.053;0.009;0.011;-0.008
011.0084.300;1;6;9;7;WE9015;222423453;14126834;8;1;3;2023-12-08 09:28:53.433;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;0.089;0.063;0;0;-0.028;-0.008;-0.006;0.024
011.0082.300;2;2;11;7;E0499;222426716;14131674;3;1;2;2023-12-08 09:35:48.397;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.313;-0.04;0.022;-0.01;0.143;-0.036;0.007;-0.006
011.0077.300;2;2;11;7;E0379;222426128;14144442;5;2;1;2023-12-08 13:24:49.960;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;-0.425;0.001;0.01;-0.04;0.468;0.007;0.009;0.001
011.0070.300;2;2;11;7;E0539;222425262;14180880;2;2;1;2023-12-08 16:05:10.643;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.268;0.06;0.045;0.03;-0.134;-0.032;-0.008;-0.032
011.0082.300;2;2;11;7;E0442;222416007;14152397;2;1;1;2023-12-08 19:42:14.477;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0733;0.1;-0.013;0.014;0.02;0.33;-0.003;0;-0.008
011.0084.300;1;6;9;7;WE9015;222423450;14126834;8;1;4;2023-12-08 20:14:10.580;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.109;0.068;0;0;0.159;0.009;0.036;0.021
011.0082.300;2;2;11;7;E0492;222420116;14129565;6;1;2;2023-12-08 20:44:08.867;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0031;-0.042;0.01;0.031;-0.01;0.142;0.046;0.011;0.012
011.0084.300;1;6;9;7;WE9015;222416779;14126836;8;1;5;2023-12-09 00:29:33.440;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;0.048;0.06;0;0;-0.068;0.028;-0.016;0.019
011.0082.300;2;2;11;7;E0499;222427774;14131674;3;2;1;2023-12-09 00:32:31.940;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.346;-0.04;0.074;-0.01;0.118;0.102;0.014;-0.004
011.0077.300;2;2;11;7;E0379;222426824;14144442;5;2;2;2023-12-09 04:09:04.217;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;0.043;0.008;0.019;-0.04;0.058;-0.027;0.008;0.002
011.0084.300;1;6;9;7;WE9015;222423452;14126834;8;1;6;2023-12-09 06:44:27.170;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0037;0.065;0.065;0;0;0.004;0.033;0.001;0.029
011.0084.300;1;6;9;7;WK9005;DUMMY;14126836;9;1;0;2023-12-09 08:12:26.793;VERDADERO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.15;0.05;0;0;0.16;-0.02;0;-0.02
011.0084.300;1;6;9;7;WK9005;222426568;14126836;9;1;1;2023-12-09 12:57:16.043;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.087;0.062;0;0;0.168;0.005;0.04;-0.008
011.0070.300;2;2;11;7;E0539;222426282;14180880;2;2;2;2023-12-10 22:57:12.043;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.134;0.06;0.037;0.03;-0.012;-0.066;0.001;-0.039
011.0082.300;2;2;11;7;E0442;222421751;14152396;2;1;2;2023-12-11 00:27:14.973;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0732;0.197;-0.013;-0.001;0.03;0.064;-0.043;0.026;-0.017
011.0082.300;2;2;11;7;E0492;222421188;14131672;6;2;1;2023-12-11 03:21:09.340;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;-0.094;-0.02;0.003;-0.01;-0.595;-0.011;-0.057;-0.009
011.0082.300;2;2;11;7;E0442;222417840;14131673;2;2;1;2023-12-11 04:50:02.563;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0030;-0.104;-0.093;-0.011;0.01;0.678;0.044;0.013;0.003
011.0084.300;1;6;9;7;WK9005;222426567;14126836;9;1;2;2023-12-11 06:02:51.383;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.087;0.062;0;0;0.111;-0.004;0.026;0.002
011.0082.300;2;2;11;7;E0499;222426719;14131674;3;2;2;2023-12-11 07:04:40.783;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.464;-0.04;0.088;-0.01;0.098;0.043;0.005;0.005
011.0084.300;1;6;9;7;WK9005;222427784;14126836;9;1;3;2023-12-11 11:05:43.600;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;0.024;0.058;0;0;-0.064;0.01;-0.015;-0.001
011.0070.300;2;2;11;7;E0479;222426123;14180880;11;1;1;2023-12-11 11:39:30.993;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;-0.266;0.06;-0.022;0.03;0.079;-0.021;0.026;-0.001
011.0082.300;2;2;11;7;E0442;222425551;14131674;2;2;2;2023-12-11 12:51:18.427;FALSO;FALSO;FORST 1;IND-6 WALTER 900AI2;UBR.0032;-0.13;-0.06;-0.001;0.07;0.067;0.05;-0.01;0
011.0084.300;1;6;9;7;WK9005;222416780;14126836;9;1;4;2023-12-11 15:11:12.497;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.04;0.068;0;0;-0.064;-0.004;-0.015;-0.003
011.0082.300;2;2;11;7;E0492;222425540;14131672;6;2;2;2023-12-11 15:43:32.470;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;-0.689;-0.02;-0.054;-0.01;0.257;-0.105;0.018;-0.013
011.0077.300;2;2;11;7;E0484;222426823;14144442;11;1;1;2023-12-11 19:26:20.733;FALSO;VERDADERO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;0.21;-0.042;0.077;-0.04;0.128;-0.027;-0.022;0.002
011.0070.300;2;2;11;7;E0479;222426125;14180880;11;1;2;2023-12-11 20:24:57.733;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;-0.187;0.06;0.004;0.03;0.498;-0.102;0.036;0.074
011.0084.300;1;6;9;7;WK9005;222426570;14126836;9;1;5;2023-12-11 21:43:46.407;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;0.108;0.063;0;0;-0.235;0.007;-0.055;0.001
011.0077.300;2;2;11;7;E0484;222427763;14144442;11;1;2;2023-12-12 01:23:22.197;FALSO;VERDADERO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;0.21;-0.042;0.077;-0.04;0.264;0.014;-0.007;-0.028
011.0070.300;2;2;11;7;E0479;222426705;14180880;11;2;1;2023-12-12 02:24:05.220;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.322;0.06;0.045;0.03;-0.017;-0.001;0.006;-0.007
011.0084.300;1;6;9;7;WK9005;222427782;14126836;9;1;6;2023-12-12 07:11:34.847;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.104;0.064;0;0;-0.026;0.015;-0.006;-0.006
011.0082.300;2;2;11;7;E0486;DUMMY;14129565;4;1;0;2023-12-12 07:27:57.400;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.5;0.05;0.05;0.04;-0.114;0.224;-0.003;-0.049
011.0077.300;2;2;11;7;E0484;222427765;14144442;11;2;1;2023-12-12 07:46:38.753;FALSO;VERDADERO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;0.289;-0.002;0.077;-0.04;-0.01;-0.049;-0.032;-0.009
011.0082.300;2;2;11;7;E0486;DUMMY;14129565;4;1;0;2023-12-12 09:31:58.270;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.5;-0.05;-0.05;-0.04;0.609;0.307;0.094;0.051
011.0070.300;2;2;11;7;E0479;222426217;14180880;11;2;2;2023-12-12 09:33:58.853;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.305;0.06;0.051;0.03;0.065;0.038;0.016;0.003
011.0084.300;1;6;9;7;WE9014;DUMMY;14126836;3;1;0;2023-12-12 09:58:54.653;VERDADERO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.1;0.06;0;0;0.28;-0.04;0;0
011.0077.300;2;2;11;7;E0484;222421819;14144442;11;2;2;2023-12-12 14:24:31.723;FALSO;VERDADERO;FORST 1;IND-6 WALTER 900AI2;UBR.0014;0.279;-0.051;0.045;-0.04;0.055;0.014;0.011;-0.025
011.0084.300;1;6;9;7;WE9014;222426569;14126836;3;1;1;2023-12-12 17:49:41.563;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.108;0.063;0;0;0.046;-0.007;0.011;0.003
011.0082.300;2;2;11;7;E0486;222425805;14129565;4;1;2;2023-12-12 21:23:09.960;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.321;0.27;0.058;0.02;0.04;-0.08;-0.011;-0.005
011.0082.300;2;2;11;7;E0486;DUMMY;14131674;4;2;0;2023-12-12 23:02:53.557;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.5;0.05;0.05;0.05;-0.218;0.17;0.002;-0.045
011.0082.300;2;2;11;7;E0486;DUMMY;14131674;4;2;0;2023-12-12 23:46:03.910;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;-0.5;-0.05;-0.05;-0.05;0.302;0.245;0.081;0.057
011.0070.300;2;2;11;7;E0469;222426704;14180880;6;1;1;2023-12-13 00:03:46.830;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.618;0.06;0.08;0.03;-0.192;-0.143;-0.015;-0.015
011.0084.300;1;6;9;7;WE9014;222421195;14126836;3;1;2;2023-12-13 00:37:17.483;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.154;0.056;0;0;-0.081;0;-0.019;0.008
011.0077.300;2;2;11;7;E0477;222426331;14144441;3;1;1;2023-12-13 01:28:58.133;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0756.01;-0.107;-0.033;0;0.02;0.22;0.023;0.029;0.015
011.0082.300;2;2;11;7;E0486;222427776;14131674;4;2;1;2023-12-13 02:59:53.820;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.24;0.21;-0.04;0.01;-0.307;-0.089;-0.019;-0.003
011.0084.300;1;6;9;7;WE9014;222423844;14126835;3;1;3;2023-12-13 05:46:08.893;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.063;0.066;0;0;0.231;-0.019;0.053;-0.012
011.0081.300;2;2;11;7;E0471;222426305;14131670;9;1;1;2023-12-13 06:16:21.643;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.469;-0.112;0;0.02;0.18;0.053;0.017;-0.01
011.0082.300;2;2;11;7;E0488;222427772;14131673;5;2;2;2023-12-13 07:50:55.657;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.15;0.18;-0.02;0;0.056;0.001;0.008;0.001
011.0084.300;1;6;9;7;WE9014;222421196;14126836;3;1;4;2023-12-13 10:01:18.933;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.061;0.057;0;0;0.081;0.018;0.019;-0.006
011.0070.300;2;2;11;7;E0469;222426124;14180880;6;1;2;2023-12-13 11:29:52.243;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.426;0.06;0.065;0.03;0.044;-0.039;0.007;0.002
011.0077.300;2;2;11;7;E0477;222426129;14144441;3;1;2;2023-12-13 12:10:11.623;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.113;-0.01;0;0.02;-0.02;0.031;-0.001;0.023
011.0104.300;1;8;7;7;VD9002;222428272;14125164;2;1;3;2023-12-13 12:21:13.357;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0010;0.13;-0.074;-0.041;0.07;-0.038;0.009;-0.007;-0.006
011.0084.300;1;6;9;7;WE9014;222423845;14126835;3;1;5;2023-12-13 17:24:28.000;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;0.14;0.07;0;0;0.016;0.013;0.004;-0.017
011.0077.300;2;2;11;7;E0477;222426132;14144441;3;2;1;2023-12-13 17:42:39.047;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.915;-0.041;0;0.02;-0.297;0.067;-0.035;0.001
011.0082.300;2;2;11;7;E0486;222427775;14131674;4;2;2;2023-12-13 20:27:57.533;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;-0.067;0.12;0.02;0.01;-0.091;0.094;-0.006;0.006
011.0070.300;2;2;11;7;E0468;DUMMY;14135692;8;1;0;2023-12-13 21:17:59.243;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;0.5;0.05;0.05;0.05;-0.352;0.268;0.004;0.062
011.0070.300;2;2;11;7;E0469;222426219;14180880;6;2;1;2023-12-13 22:55:45.910;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.426;0.06;0.056;0.03;-0.551;-0.083;-0.042;-0.016
011.0104.300;1;8;7;7;VD9002;222415552;14125164;2;1;4;2023-12-14 00:20:01.897;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0010;0.092;-0.065;-0.048;0.07;-0.017;-0.007;0.001;-0.011
011.0081.300;2;2;11;7;E0471;222426712;14131670;9;1;2;2023-12-14 01:32:41.327;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.289;-0.059;0;0.02;0.14;-0.008;0;-0.004
011.0070.300;2;2;11;7;E0474;222426210;14144443;2;1;2;2023-12-14 02:53:16.503;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0015.02;0.69;0.2;-0.02;0.11;0.28;0.008;0.1;-0.044
011.0070.300;2;2;11;7;E0480;222428229;14135691;4;1;1;2023-12-14 03:07:21.877;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.595;0.06;0.075;0;-0.078;0.054;-0.008;0.033
011.0084.300;1;6;9;7;WE9014;222423842;14126835;3;1;6;2023-12-14 03:52:25.223;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;0.115;0.067;0;0;0.03;0.014;0.007;-0.017
011.0077.300;2;2;11;7;E0477;222426131;14144441;3;2;2;2023-12-14 06:43:00.717;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.618;0.026;0;0.02;-0.138;-0.033;-0.017;0.022
011.0070.300;2;2;11;7;E0469;222425263;14180880;6;2;2;2023-12-14 08:17:44.333;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;-0.125;0.06;0.014;0.03;0.095;-0.063;0.009;0.002
011.0070.300;2;2;11;7;E0468;222415548;14135692;8;1;1;2023-12-14 10:08:31.210;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;-0.68;0.21;-0.04;0.03;0.348;-0.003;0.023;0.001
011.0070.300;2;2;11;7;E0474;DUMMY;14144443;2;2;0;2023-12-14 10:21:21.077;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0015.02;1.1;0.11;0.1;0.11;-0.132;0.106;-0.027;-0.074
011.0070.300;2;2;11;7;E0480;222426708;14135691;4;1;2;2023-12-14 12:39:55.437;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.517;0.06;0.067;0;0.115;0.035;0.007;0.043
011.0104.300;1;8;7;7;VD9002;222428273;14125164;2;1;5;2023-12-14 14:29:11.513;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0010;0.075;-0.072;-0.047;0.07;0.019;-0.005;0.001;-0.008
011.0070.300;2;2;11;7;E0474;222426212;14144443;2;2;1;2023-12-14 15:47:28.763;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0015.02;0.97;0.21;0.07;0.11;-0.206;-0.022;-0.023;-0.064
011.0081.300;2;2;11;7;E0451;DUMMY;14131671;2;1;0;2023-12-14 16:26:14.757;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.9;0.07;0.05;-0.02;0.498;0.127;0.143;0.02
011.0077.300;2;2;11;7;E0489;222427764;14144442;3;1;1;2023-12-14 17:27:03.860;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;1.09;0.07;0.131;-0.02;-0.644;-0.131;-0.034;0.007
011.0084.300;1;6;9;7;XA9018;222423843;14126835;7;1;4;2023-12-14 18:13:21.127;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.154;0.066;0;0;-0.065;-0.006;-0.015;0.015
011.0115.300;1;5;6;6;WI9004;222425554;14178187;4;1;1;2023-12-14 21:57:29.720;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0.363;-0.03;0;0.02;0.101;-0.062;0.01;-0.018
011.0070.300;2;2;11;7;E0480;222427579;14180880;4;2;1;2023-12-14 22:37:10.190;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.432;0.06;0.079;0.03;-0.14;-0.073;-0.025;-0.01
011.0081.300;2;2;11;7;E0451;222426479;14131671;2;1;1;2023-12-14 23:21:17.583;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;1.4;0.2;0.14;-0.02;0.28;-0.01;0.095;0.013
